rowid,koi_fpflag_nt,koi_score,koi_period,koi_dikco_msky,koi_fpflag_co,koi_fpflag_ss,koi_num_transits,koi_count,koi_steff_err1,koi_fpflag_ec,koi_srho_err2,kepid,koi_fwm_sdeco,koi_depth,koi_dikco_mra_err,koi_fwm_stat_sig,koi_prad_err1,koi_dicco_msky,koi_smet_err2,koi_ror,koi_dikco_msky_err,koi_prad,koi_dor,classification,koi_pdisposition
3985,1,0.4808294015396076,0.935086665,1.8125658216588836,1,0,385.00676798860127,1,155.0,0,-1.55205,5536715,-0.1658165901855308,71.2,0.4253372248165444,0.15099363807728558,0.71,1.8665610708310096,-0.34,0.008,0.4760600400266844,1.18,5.71,0,FALSE POSITIVE
3986,0,0.0,1.489457454,0.66,0,1,454.0,1,154.0,0,-0.19662,8149484,-1.32,56.3,0.72,0.001,0.34,0.76,-0.25,0.006921,0.67,1.58,3.78,0,FALSE POSITIVE
3987,0,0.0,1.181165291,8.94,1,0,1130.0,1,169.0,0,-1.10225,12407623,13.86,370.4,0.15,0.0,0.2,8.86,-0.3,0.018593,0.67,1.52,7.16,0,FALSE POSITIVE
3988,0,0.997,66.373298,0.39,0,0,17.0,1,164.0,0,-0.73561,11444514,-0.2,415.0,0.39,0.454,0.64,0.32,-0.35,0.018689,0.33,1.99,60.3,1,CANDIDATE
3989,0,0.948,13.61165024,0.68,0,0,95.0,4,110.0,0,-0.09426,9886361,-0.1,95.5,0.22,0.742,0.27,0.7,-0.15,0.008943,0.24,1.46,13.701,1,CANDIDATE
3990,0,0.977,6.24564633,0.97,0,0,211.0,1,161.0,0,-0.02049,9702006,-0.6,212.0,0.53,0.419,0.12,0.85,-0.3,0.013744,0.49,1.06,15.96,1,CANDIDATE
3991,0,0.0,0.945829261,7.87,1,1,1416.0,1,160.0,1,-0.61958,6778008,4.43,98.2,0.7,0.0,0.21,7.84,-0.3,0.009199,0.7,0.86,4.075,0,FALSE POSITIVE
3992,0,0.999,10.8614163,1.24,0,0,124.0,2,141.0,0,-0.01746,8278685,-1.9,64.8,0.58,0.007,0.29,1.19,-0.3,0.009066,0.73,1.01,5.2,1,CANDIDATE
3993,0,0.0,0.973160836,1.8125658216588836,1,0,1376.0,1,172.0,0,-12.81285,8308260,-16.2,138.3,0.4253372248165444,0.0,0.39,1.8665610708310096,-0.3,0.01087,0.4760600400266844,1.22,8.71,0,FALSE POSITIVE
3994,0,0.0,4.05943749,2.03,0,0,171.0,1,192.0,1,-0.06709,8492101,2.47,105.4,0.55,0.002,1.1,1.39,-0.3,0.011692,0.72,2.11,4.26,0,FALSE POSITIVE
3995,0,0.981,7.03965141,0.4,0,0,46.0,2,70.0,0,-0.14412,6103377,0.7,268.7,0.5,0.559,0.46,0.4,-0.15,0.016479,0.5,2.72,11.23,1,CANDIDATE
3996,0,0.984,4.72519164,0.15,0,0,228.0,1,160.0,0,-0.14688,3660581,-0.11,98.8,0.31,0.102,0.57,0.31,-0.3,0.009524,0.23,3.98,7.85,1,CANDIDATE
3997,0,0.0,6.39903778,1.19,0,0,162.0,1,124.0,1,-0.51999,6343576,0.65,186.6,0.31,0.001,1.96,0.97,-0.3,0.012334,0.43,6.54,15.27,0,FALSE POSITIVE
3998,0,0.997,66.6434565,0.39,0,0,21.0,1,77.0,0,-3.89969,10794974,-0.24,277.3,0.42,0.013,0.62,0.33,-0.15,0.023533,0.42,2.99,59.5,1,CANDIDATE
3999,0,0.4808294015396076,0.739761008,5.8,1,1,1811.0,1,50.0,1,-0.02783,2449101,-2.74,292.1,0.16,0.0,1.39,6.28,-0.1,0.253101,0.17,9.67,1.254,0,FALSE POSITIVE
4000,0,0.0,0.950735805,4.34,1,0,1406.0,1,217.0,0,-0.18316,7259249,-4.73,175.1,0.11,0.0,0.46,4.13,-0.3,0.01263,0.16,1.39,5.37,0,FALSE POSITIVE
4001,1,0.4808294015396076,369.819993,1.8125658216588836,0,0,385.00676798860127,1,149.0,0,-0.02537,8678691,-0.1658165901855308,1599.0,0.4253372248165444,0.15099363807728558,8.58,1.8665610708310096,-0.26,0.046393,0.4760600400266844,4.25,70.2,0,FALSE POSITIVE
4002,0,0.0,2.17815935,3.76,1,1,1227.0,1,174.0,1,-0.65371,9640924,-3.0,116.3,0.79,0.0,0.41,3.85,-0.3,0.010175,0.67,1.22,7.96,0,FALSE POSITIVE
4003,0,0.298,160.850075,0.67,0,0,7.0,1,80.0,0,-0.45749,3558849,-1.4,428.1,0.71,0.091,0.58,0.69,-0.15,0.020695,0.81,3.41,87.4,1,CANDIDATE
4004,1,0.0,0.720460644,7.568,1,0,1481.0,1,175.0,0,-0.0315,11151677,98.78,2111.5,0.068,0.0,12.84,7.399,-0.3,0.323073,0.07,37.33,1.713,0,FALSE POSITIVE
4005,0,0.0,3.7948721,3.86,1,0,300.0,1,177.0,0,-0.03392,11037128,0.99,305.1,0.26,0.0,4.43,3.93,-0.3,0.185948,0.27,16.1,3.68,0,FALSE POSITIVE
4006,0,0.995,122.0804953,0.14,0,0,7.0,3,102.0,0,-0.34652,6587002,-0.83,799.9,0.35,0.106,0.2,0.21,-0.15,0.034713,0.37,2.92,90.7,1,CANDIDATE
4007,0,0.98,6.2614227,1.38,0,0,217.0,2,151.0,0,-0.27394,5175024,0.3,51.4,0.55,0.262,0.25,1.33,-0.3,0.006608,0.6,0.81,10.07,1,CANDIDATE
4008,0,1.0,3.70386741,0.64,0,0,287.0,1,149.0,0,-5.36147,10991114,0.6,125.7,0.27,0.345,0.17,0.72,-0.3,0.010182,0.44,0.86,20.26,1,CANDIDATE
4009,1,0.0,0.638437699,1.05,0,0,0.0,1,149.0,0,-19.83372,11969092,0.39,286.8,0.23,0.15099363807728558,0.24,1.01,-0.3,0.027548,0.24,2.48,7.91,0,FALSE POSITIVE
4010,0,0.0,1.8912851,3.03,1,0,329.0,1,167.0,1,-0.00317,2570773,0.71,1223.4,0.9,0.0,1.64,2.95,-0.3,0.258518,0.89,19.96,1.446,0,FALSE POSITIVE
4011,0,0.926,19.8751355,0.59,0,0,68.0,1,72.0,0,-0.0086,4945764,-1.35,109.0,0.51,0.027,0.51,0.57,-0.15,0.011384,0.51,2.49,8.04,1,CANDIDATE
4012,1,0.4808294015396076,343.42046,1.8125658216588836,0,0,385.00676798860127,1,161.0,0,-1.12223,6356885,-0.1658165901855308,482.7,0.4253372248165444,0.15099363807728558,0.88,1.8665610708310096,-0.3,0.020371,0.4760600400266844,2.15,226.1,0,FALSE POSITIVE
4013,0,0.0,3.47148164,4.1,1,0,382.0,1,159.0,1,-0.08979,3542542,-3.4,122.7,1.0,0.0,0.14,3.99,-0.3,0.010883,1.0,0.85,4.11,0,FALSE POSITIVE
4014,0,1.0,5.94373492,0.69,0,0,226.0,1,118.0,0,-4.18389,11718389,-1.4,301.0,0.23,0.004,0.06,1.03,-0.3,0.015359,0.87,1.14,24.5,1,CANDIDATE
4015,1,0.4808294015396076,244.60373,1.8125658216588836,0,0,385.00676798860127,1,161.0,0,-1.49842,11124703,-0.1658165901855308,769.8,0.4253372248165444,0.15099363807728558,0.33,1.8665610708310096,-0.28,0.024937,0.4760600400266844,2.1,170.1,0,FALSE POSITIVE
4016,0,0.895,85.7567919,0.47,0,0,16.0,1,70.0,0,-1.32445,10329196,0.75,159.1,0.7,0.027,0.83,0.54,-0.15,0.012371,0.54,2.99,82.6,1,CANDIDATE
4017,0,1.0,2.18660188,0.37,0,0,611.0,1,148.0,0,-0.82402,10604592,0.05,122.3,0.65,0.308,0.08,0.18,-0.3,0.011617,0.74,0.98,6.19,1,CANDIDATE
4018,0,0.4808294015396076,7.2929891,1.8125658216588836,0,0,385.00676798860127,2,148.0,0,-0.62827,9834731,-0.1658165901855308,72.5,0.4253372248165444,0.15099363807728558,0.25,1.8665610708310096,-0.3,0.0078,0.4760600400266844,0.73,13.86,1,CANDIDATE
4019,0,0.0,3.1339356,2.12,1,1,421.0,1,193.0,0,-0.07907,9593773,-2.19,203.7,0.62,0.0,0.54,2.13,-0.3,0.014258,0.54,1.58,3.65,0,FALSE POSITIVE
4020,0,0.992,2.55315031,0.46,0,0,448.0,1,188.0,0,-1.12794,9285568,-2.8,185.3,0.28,0.0,0.34,0.3,-0.3,0.012589,0.39,1.25,10.15,1,CANDIDATE
4021,0,1.0,2.936587946,0.2,0,0,455.0,2,162.0,0,-0.01758,7604328,-1.04,279.6,0.37,0.15,0.41,0.28,-0.3,0.017796,0.4,1.77,6.46,1,CANDIDATE
4022,0,0.996,145.786556,0.32,0,0,10.0,1,100.0,0,-5.97034,9514372,0.4,378.0,0.28,0.408,0.24,0.33,-0.15,0.017576,0.31,1.82,229.7,1,CANDIDATE
4023,0,0.0,1.33254212,4.0,1,0,1010.0,1,182.0,1,-0.02163,9777757,2.28,37.4,1.3,0.0,0.34,3.9,-0.3,0.005929,1.1,1.45,2.156,0,FALSE POSITIVE
4024,0,0.986,10.7769944,0.13,0,0,122.0,1,162.0,0,-2.73627,7103919,-0.37,185.6,0.36,0.567,0.25,0.71,-0.3,0.012328,0.29,1.15,31.79,1,CANDIDATE
4025,0,0.77,2.5093344,1.6,0,0,409.0,1,174.0,0,-3.1082,3762750,1.1,184.3,1.3,0.031,0.45,1.68,-0.3,0.01249,1.1,1.47,10.6,1,CANDIDATE
4026,1,0.0,0.918921494,4.26,1,0,1458.0,1,169.0,0,-4.36845,8645191,6.9,321.0,0.11,0.0,0.4,4.26,-0.3,0.016414,0.11,1.49,7.59,0,FALSE POSITIVE
4027,0,0.99,7.84931877,0.85,0,0,174.0,1,113.0,0,-0.576,10722485,0.6,68.2,0.78,0.529,0.12,0.84,-0.15,0.007513,0.59,0.81,16.04,1,CANDIDATE
4028,1,0.4808294015396076,67.7125988,0.58,0,0,22.0,1,173.0,0,-2.15399,9717958,2.6,542.4,0.33,0.0,35.03,0.81,-0.28,0.893389,0.91,82.63,87.0,0,FALSE POSITIVE
4029,0,0.0,12.4285576,2.6,0,1,107.0,1,164.0,0,-0.00269,8128067,-4.68,620.1,0.17,0.0,0.44,2.23,-0.3,0.026996,0.32,2.22,3.59,0,FALSE POSITIVE
4030,0,0.0,1.275511306,5.388,1,0,527.0,1,158.0,0,-0.65016,7703910,-15.9,69.3,0.086,0.0,0.26,5.19,-0.3,0.007605,0.085,0.84,5.23,0,FALSE POSITIVE
4031,0,1.0,5.78159956,9.08,1,0,230.0,1,181.0,0,-0.20909,7777818,-3.16,72.8,0.12,0.0,0.51,8.93,-0.3,0.008268,0.11,1.7,15.17,0,FALSE POSITIVE
4032,0,0.0,8.4805019,1.45,1,0,128.0,1,181.0,1,-0.00038,9851360,-1.4,164.9,0.87,0.033,0.18,1.41,-0.3,0.015658,0.71,1.26,2.49,0,FALSE POSITIVE
4033,0,0.848,24.5607107,1.72,0,0,26.0,4,110.0,0,-0.07563,9886361,0.6,55.2,0.38,0.084,0.2,1.69,-0.15,0.006883,0.68,1.13,20.22,1,CANDIDATE
4034,0,1.0,2.94648935,0.24,0,0,455.0,2,145.0,0,-0.44907,6937529,-1.5,57.0,0.67,0.04,0.25,0.59,-0.3,0.006963,0.91,0.89,7.208,1,CANDIDATE
4035,0,0.0,1.227986164,6.538,1,0,1093.0,1,172.0,0,-0.79545,9490653,7.31,150.5,0.089,0.0,0.31,6.37,-0.3,0.011491,0.087,1.17,5.44,0,FALSE POSITIVE
4036,0,0.0,2.11548883,3.89,1,0,618.0,1,184.0,1,-0.04107,3328027,-2.5,169.5,0.58,0.0,0.4,3.73,-0.3,0.012211,0.62,1.29,3.61,0,FALSE POSITIVE
4037,1,0.0,358.96247,5.6,1,0,3.0,1,156.0,0,-0.05475,3644631,-1.4,670.8,1.6,0.336,0.72,5.5,-0.3,0.023964,1.6,2.37,108.8,0,FALSE POSITIVE
4038,0,0.0,2.17815196,2.42,1,0,617.0,1,160.0,1,-0.43682,9640931,-4.58,245.0,0.62,0.0,0.17,2.51,-0.3,0.014314,0.63,1.09,6.58,0,FALSE POSITIVE
4039,1,0.4808294015396076,342.315407,1.8125658216588836,1,0,385.00676798860127,1,154.0,0,-0.65914,5125196,-20.1,719.7,0.4253372248165444,0.0,1.52,1.8665610708310096,-0.32,0.024761,0.4760600400266844,3.15,210.8,0,FALSE POSITIVE
4040,0,0.0,1.089077224,2.8,1,0,1229.0,1,154.0,1,-0.2453,9640962,-2.05,152.7,0.45,0.0,0.11,2.82,-0.3,0.011046,0.52,1.0,3.106,0,FALSE POSITIVE
4041,0,0.0,1.288066288,1.8125658216588836,1,1,890.0,1,183.0,1,-0.01089,5097454,-50.078,10083.0,0.4253372248165444,0.15099363807728558,3.06,1.8665610708310096,-0.3,0.499342,0.4760600400266844,34.84,1.684,0,FALSE POSITIVE
4042,0,0.965,24.6683831,0.83,0,0,53.0,1,109.0,0,-0.0939,12737015,1.6,109.2,0.7,0.286,0.3,0.78,-0.15,0.010372,0.66,1.76,14.92,1,CANDIDATE
4043,1,0.016,2.31894284,1.8125658216588836,1,0,317.0,1,144.63555408970976,0,-0.01287,3663141,-9.8,66.5,0.4253372248165444,0.15099363807728558,0.0,1.8665610708310096,0.0,0.00801,0.4760600400266844,0.87,2.49,0,FALSE POSITIVE
4044,0,0.364,6.98472143,0.26,0,0,196.0,2,156.0,0,-0.50052,5177859,0.3,90.7,0.5,0.434,0.34,0.18,-0.3,0.008855,0.22,1.19,17.69,1,CANDIDATE
4045,0,0.4808294015396076,349.41047,1.02,0,0,385.00676798860127,1,150.0,0,-0.45229,8482059,-3.5,652.8,0.43,0.0,0.75,0.98,-0.29,0.023379,0.72,2.41,174.9,1,CANDIDATE
4046,0,0.0,0.562563871,3.39,1,1,1904.0,1,148.0,1,-0.50955,4568117,2.3,34.6,0.86,0.0,0.22,3.4,-0.3,0.005506,0.7,0.69,2.619,0,FALSE POSITIVE
4047,0,0.0,0.93373458,4.3,0,0,699.0,1,185.0,1,-0.04878,10342248,3.47,127.7,0.19,0.0,0.18,4.53,-0.3,0.010647,0.53,0.93,1.558,0,FALSE POSITIVE
4048,0,0.0,1.33251948,4.3,0,0,652.0,1,184.0,1,-0.06697,9777290,5.4,233.7,1.1,0.0,0.48,4.2,-0.3,0.01418,1.2,1.64,2.63,0,FALSE POSITIVE
4049,1,0.4808294015396076,168.84663,2.8,0,0,385.00676798860127,1,149.0,0,-0.96567,8548427,2.9,215.1,0.49,0.002,0.59,3.1,-0.31,0.013345,2.2,1.45,133.0,0,FALSE POSITIVE
4050,0,0.938,14.8162925,0.39,0,0,89.0,1,115.0,0,-0.13719,9286088,-0.59,108.2,0.51,0.002,0.25,0.37,-0.15,0.010848,0.47,1.57,12.25,1,CANDIDATE
4051,0,0.0,160.4122022,7.096,1,1,5.0,1,158.0,0,-0.83589,6289344,-34.59,2538.0,0.075,0.0,0.66,6.736,-0.25,0.056029,0.082,4.45,136.2,0,FALSE POSITIVE
4052,0,0.4808294015396076,3.98167088,1.8125658216588836,0,0,385.00676798860127,2,155.0,0,-0.32762,6937529,-0.1658165901855308,44.7,0.4253372248165444,0.15099363807728558,0.38,1.8665610708310096,-0.34,0.006188,0.4760600400266844,0.79,8.32,1,CANDIDATE
4053,0,0.999,4.34195312,1.27,0,0,304.0,2,165.0,0,-1.14269,9883606,-0.93,73.3,0.59,0.152,0.3,1.2,-0.3,0.007868,0.72,0.94,12.79,1,CANDIDATE
4054,0,0.997,122.358116,1.57,0,0,8.0,1,180.0,0,-0.32152,5860968,-1.5,352.8,0.41,0.007,0.61,1.49,-0.3,0.017273,0.53,2.15,85.5,1,CANDIDATE
4055,0,1.0,7.298142,0.34,0,0,155.0,3,82.0,0,-0.41702,3645438,-0.1,370.5,0.89,0.589,0.09,0.29,-0.15,0.017565,0.77,1.6,17.18,1,CANDIDATE
4056,0,0.967,18.5010898,0.88,0,0,74.0,1,158.0,0,-1.73535,8480582,0.9,421.1,0.58,0.09,0.24,0.75,-0.3,0.020176,0.47,1.62,32.2,1,CANDIDATE
4057,0,1.0,7.016016,2.86,0,0,153.0,1,178.0,0,-0.08909,5197233,3.73,169.0,0.13,0.0,0.5,4.04,-0.3,0.013829,0.2,1.72,6.94,1,CANDIDATE
4058,0,0.0,0.569961046,9.69,1,1,1872.0,1,158.0,0,-0.68619,10936786,-4.62,44.2,0.92,0.0,0.26,9.51,-0.3,0.006148,0.92,1.04,2.922,0,FALSE POSITIVE
4059,0,0.964,42.068554,0.82,0,0,23.0,3,182.0,0,-1.12898,7119481,-1.5,186.3,0.73,0.269,0.41,0.74,-0.35,0.01251,0.73,1.32,56.9,1,CANDIDATE
4060,0,1.0,1.121634781,3.04,1,0,1191.0,1,143.0,0,-1.91127,6938264,2.98,71.5,0.28,0.0,0.03,2.31,-0.3,0.007688,0.29,0.6,6.87,0,FALSE POSITIVE
4061,0,0.0,1.33256979,3.08,1,0,1010.0,2,181.0,1,-0.19009,9899315,1.1,104.2,0.66,0.0,0.3,3.15,-0.35,0.009388,0.67,0.97,3.1155,0,FALSE POSITIVE
4062,1,0.0,0.536650896,9.97,0,0,1996.0,1,145.0,0,-0.02976,9541089,-0.1658165901855308,273.2,0.67,0.15099363807728558,4.9,9.93,-0.3,0.191796,0.64,18.45,1.195,0,FALSE POSITIVE
4063,1,0.0,397.73699,12.717,0,0,3.0,1,175.0,0,-0.28039,3650049,17.9,1131.5,0.081,0.0,0.4,12.585,-0.3,0.03635,0.082,3.05,140.1,0,FALSE POSITIVE
4064,0,0.0,2.17818699,4.29,1,0,617.0,1,166.0,1,-0.07486,9641076,-1.46,115.8,0.61,0.004,0.27,4.03,-0.25,0.010141,0.66,1.03,5.29,0,FALSE POSITIVE
4065,0,1.0,6.23968392,0.29,0,0,215.0,1,156.0,0,-71.43889,8741470,1.35,155.9,0.42,0.011,0.41,0.31,-0.3,0.012425,0.37,1.55,53.6,1,CANDIDATE
4066,0,0.998,3.60082855,0.52,0,0,296.0,3,77.0,0,-1.00121,11125613,-0.92,296.3,0.24,0.17,0.04,0.56,-0.15,0.015617,0.24,1.36,13.3,1,CANDIDATE
4067,0,0.999,15.5714121,0.85,0,0,82.0,1,77.0,0,-4.40967,10525049,0.93,173.5,0.37,0.447,0.05,0.48,-0.15,0.011886,0.39,0.72,49.9,1,CANDIDATE
4068,0,0.98,3.59645081,0.51,0,0,335.0,3,70.0,0,-0.11806,9896018,0.35,149.6,0.18,0.882,0.29,0.53,-0.15,0.012319,0.31,1.66,6.71,1,CANDIDATE
4069,0,0.554,20.6579443,1.77,0,0,66.0,1,81.0,0,-0.07792,5095082,0.09,98.2,0.43,0.917,0.23,1.92,-0.1,0.008937,0.4,1.27,17.79,1,CANDIDATE
4070,0,0.0,0.760941405,3.66,1,0,1757.0,1,152.0,1,-0.50871,12418891,1.7,186.6,0.65,0.016,0.27,3.6,-0.35,0.012468,0.75,1.18,3.27,0,FALSE POSITIVE
4071,1,0.409,137.665706,0.4,0,0,9.0,1,50.0,0,-11.00505,3839294,-0.69,536.9,0.22,0.058,1.06,0.23,-0.15,0.020465,0.19,15.41,287.4,0,FALSE POSITIVE
4072,1,0.4808294015396076,370.90237,1.8125658216588836,1,0,385.00676798860127,2,159.0,0,-1.1495,7698701,-0.1658165901855308,545.8,0.4253372248165444,0.15099363807728558,0.8,1.8665610708310096,-0.28,0.021312,0.4760600400266844,1.97,273.7,0,FALSE POSITIVE
4073,1,0.4808294015396076,321.55087,1.8125658216588836,0,0,385.00676798860127,2,159.0,0,-9.18219,7698701,-0.1658165901855308,397.0,0.4253372248165444,0.15099363807728558,0.69,1.8665610708310096,-0.28,0.018217,0.4760600400266844,1.68,421.0,0,FALSE POSITIVE
4074,0,0.0,1.54038914,1.0,0,0,865.0,1,161.0,1,-2.76827,2830919,0.0,71.8,0.97,0.302,0.24,0.94,-0.3,0.007768,0.72,0.84,7.07,0,FALSE POSITIVE
4075,0,0.0,71.76236302,0.092,0,1,20.0,2,168.0,0,-0.00015,9588822,-0.0187,8591.9,0.079,0.121,7.21,0.023,-0.25,0.083736,0.079,25.76,20.1716,0,FALSE POSITIVE
4076,0,0.571,16.3368863,2.03,0,0,81.0,1,334.0,0,-1.31109,2997459,2.9,225.9,0.52,0.0,0.34,1.6,-0.3,0.013517,0.46,1.27,35.09,1,CANDIDATE
4077,0,1.0,1.63668262,0.64,0,0,164.0,1,158.0,0,-0.06107,8330207,-1.2,921.7,0.92,0.097,36.36,1.06,-0.3,0.254701,0.36,103.99,2.29,1,CANDIDATE
4078,0,0.579,11.615625,0.58,0,0,112.0,2,88.0,0,-0.07937,5881813,-0.2,191.2,0.51,0.147,0.43,0.74,-0.1,0.017915,0.49,2.84,11.46,1,CANDIDATE
4079,0,0.947,110.978266,0.1,0,0,13.0,2,79.0,0,-0.26181,11560897,-0.8,150.2,0.53,0.014,0.31,0.2,-0.15,0.011132,1.0,1.86,75.6,1,CANDIDATE
4080,1,0.0,0.952378454,7.13,1,0,1396.0,1,192.0,1,-0.00088,10858737,0.89,43.8,0.29,0.0,0.43,7.25,-0.3,0.009744,0.4,1.46,1.049,0,FALSE POSITIVE
4081,0,0.999,6.08003714,0.77,0,0,219.0,1,149.0,0,-8.72362,6752002,-0.51,184.0,0.6,0.84,0.09,0.67,-0.3,0.012218,0.61,1.07,34.8,1,CANDIDATE
4082,0,0.992,3.035206175,0.34,0,0,438.0,1,164.0,0,-1.01749,7257966,-0.58,696.9,0.42,0.15099363807728558,0.8,0.1,-0.3,0.037643,0.56,3.59,14.33,1,CANDIDATE
4083,1,0.0,358.96844,3.59,1,0,3.0,1,170.0,0,-0.1318,3644738,1.2,807.8,0.85,0.06,0.7,3.63,-0.3,0.026105,0.87,2.7,128.2,0,FALSE POSITIVE
4084,0,0.0,2.21316437,8.68,1,1,608.0,1,178.0,0,-0.12703,9406892,-0.9,116.1,0.26,0.0,0.18,8.44,-0.25,0.010455,0.26,0.95,3.39,0,FALSE POSITIVE
4085,0,0.4808294015396076,173.2578372,0.2,0,0,8.0,1,147.0,0,-3.11078,9202434,0.1,687.0,1.2,0.436,72.68,0.1,-0.37,0.924361,1.2,117.29,183.4,1,CANDIDATE
4086,1,0.0,0.530967987,0.33,1,0,2527.0,1,237.0,1,-0.32018,8487645,0.36,26.9,0.75,0.004,0.31,0.31,-0.6,0.004833,0.61,1.08,2.318,0,FALSE POSITIVE
4087,0,0.974,6.30558387,0.68,0,0,185.0,1,148.0,0,-0.34743,10407482,0.22,193.1,0.39,0.575,1.36,0.52,-0.25,0.013131,0.38,2.52,15.02,1,CANDIDATE
4088,0,0.0,4.2058608,1.14,1,0,274.0,1,186.0,1,-0.02752,5817613,1.72,182.0,0.59,0.0,0.3,1.09,-0.3,0.012481,0.82,1.14,4.03,0,FALSE POSITIVE
4089,0,0.7,41.6757509,0.98,0,0,33.0,1,156.0,0,-0.07138,7901016,0.26,142.0,0.36,0.778,0.51,0.99,-0.25,0.010904,0.35,2.1,28.7,1,CANDIDATE
4090,0,0.91,11.49589567,1.09,0,0,118.0,2,170.0,0,-3.43737,5385410,1.5,108.3,1.3,0.0,0.46,1.14,-0.3,0.00965,0.93,1.59,37.6,1,CANDIDATE
4091,0,0.0,8.4803326,4.22,1,0,128.0,1,172.0,1,-0.04848,9910942,-0.7,35.6,0.63,0.001,0.26,4.32,-0.25,0.005666,0.94,1.35,9.2,0,FALSE POSITIVE
4092,0,0.868,0.609926502,0.66,0,0,2128.0,1,176.0,0,-1.26014,7749002,-2.1,133.8,0.42,0.008,0.37,0.69,-0.3,0.010654,0.59,1.12,3.703,1,CANDIDATE
4093,1,0.0,0.750744255,1.16,0,0,1776.0,1,169.0,1,-0.01199,10924340,-1.19,170.6,0.22,0.001,5.56,1.07,-0.35,0.166834,0.22,17.07,1.282,0,FALSE POSITIVE
4094,0,0.992,0.991659646,0.72,0,0,1078.0,1,73.0,0,-0.22411,5371777,0.4,77.3,0.31,0.501,0.2,0.79,-0.15,0.008786,0.27,1.19,2.407,1,CANDIDATE
4095,0,0.999,8.4795266,1.3,0,0,135.0,1,163.0,0,-0.12844,3848083,0.8,163.3,1.2,0.951,0.33,1.3,-0.35,0.011632,1.1,1.18,10.75,1,CANDIDATE
4096,0,0.99,49.4746966,1.06,0,0,28.0,1,161.0,0,-0.06608,6359926,-1.1,291.0,0.3,0.208,0.46,0.91,-0.3,0.015994,0.53,1.62,32.14,1,CANDIDATE
4097,0,0.0,118.609553,11.865,1,0,11.0,1,151.0,0,-0.00049,6629993,5.1,380.9,0.068,0.0,0.26,11.746,-0.3,0.033092,0.068,2.86,11.47,0,FALSE POSITIVE
4098,0,0.936,1.62888267,1.05,0,0,826.0,1,177.0,0,-1.29567,8324518,1.7,130.9,1.1,0.026,0.19,1.0,-0.3,0.010339,0.89,0.92,7.26,1,CANDIDATE
4099,1,0.0,0.616386349,1.39,0,0,1728.0,1,170.0,0,-4.08441,10427700,-1.03,79.4,0.35,0.15099363807728558,0.64,1.33,-0.35,0.008252,0.49,2.94,5.72,0,FALSE POSITIVE
4100,0,0.528,1.920062587,1.09,0,0,702.0,1,158.0,0,-2.25953,3103473,0.0,226.8,0.49,0.416,0.16,1.04,-0.3,0.013851,0.53,1.12,9.58,1,CANDIDATE
4101,1,0.4808294015396076,88.91323139,1.8125658216588836,0,0,385.00676798860127,4,144.63555408970976,0,-5.488531670453316,11296045,-0.1658165901855308,23791.335898271922,0.4253372248165444,0.15099363807728558,17.65768394739702,1.8665610708310096,-0.2520326904217064,0.28364628616454735,0.4760600400266844,102.89177806760135,76.73633334039779,0,FALSE POSITIVE
4102,0,0.0,7.07162308,9.6,1,0,190.0,1,176.0,0,-1.25571,3124598,-5.9,123.0,0.63,0.0,0.39,9.7,-0.3,0.010321,1.7,1.42,19.95,0,FALSE POSITIVE
4103,0,0.992,6.96352699,0.68,0,0,194.0,1,201.0,0,-0.72812,6879171,-1.35,68.1,0.29,0.0,0.34,0.74,-0.3,0.007579,0.35,1.4,16.73,1,CANDIDATE
4104,0,0.997,64.2729088,0.48,0,0,6.0,1,177.0,0,-0.02542,9897364,0.14,1213.9,0.11,0.638,1.76,0.51,-0.3,0.03795,0.15,5.38,20.33,1,CANDIDATE
4105,0,0.931,3.4327371,1.44,0,0,396.0,1,138.0,0,-0.16091,12505503,0.42,63.2,0.6,0.679,0.22,1.34,-0.3,0.007773,0.38,0.75,4.8,1,CANDIDATE
4106,0,0.0,13.8452726,3.19,1,1,100.0,1,184.0,0,-3.93227,3548639,0.7,93.2,0.26,0.0,0.48,3.39,-0.25,0.009217,0.64,2.34,34.6,0,FALSE POSITIVE
4107,1,0.0,0.687506554,11.63,1,0,1680.0,1,55.0,0,-1.33373,4390912,-0.63,130.3,0.17,0.0,1.46,11.4,-0.1,0.010109,0.19,8.73,3.716,0,FALSE POSITIVE
4108,1,0.0,0.566801617,1.84,0,0,2374.0,1,169.0,1,-0.03087,7115925,-1.2,24.9,0.74,0.03,0.19,1.94,-0.25,0.004748,0.64,0.88,1.51,0,FALSE POSITIVE
4109,0,0.885,0.909127736,0.72,0,0,1463.0,1,164.0,0,-1.33535,5785279,-1.0,98.7,0.96,0.395,0.26,0.58,-0.3,0.008986,0.81,0.98,4.91,1,CANDIDATE
4110,1,0.4808294015396076,371.63327,1.8125658216588836,0,0,385.00676798860127,4,60.0,0,-0.17425,7429287,-0.1658165901855308,107.0,0.4253372248165444,0.15099363807728558,0.11,1.8665610708310096,-0.3,0.010556,0.4760600400266844,1.83,112.8,0,FALSE POSITIVE
4111,0,0.741,1.450889836,0.86,0,0,919.0,1,189.0,0,-0.80455,10526887,-0.3,135.7,0.3,0.52,0.38,0.68,-0.3,0.010797,0.33,1.21,6.07,1,CANDIDATE
